id,hip,hd,hr,gl,bf,proper,ra,dec,dist,rv,mag,absmag,spect,ci
4013,4023,4881,241,,,,.859386,51.571426,306.7485,-14.,6.22,-1.214,B9.5V,.032,
4095,4104,5098,247,,,,.877951,-24.005844,171.2329,34.,5.47,-0.698,K1III,1.275,
4137,4147,5112,248,,20    Cet,,.883471,-1.14426,179.8561,16.,4.78,-1.495,M0III,1.55,
4142,4151,5015,244,Gl 41,,,.884511,61.12397,18.7441,20.8,4.8,3.436,F8V,.54,
4154,4164,5156,251,,,,.886793,-24.776876,73.5835,-4.,6.44,2.106,F3V,.439,
4175,4185,5118,249,,,,.891173,37.418209,107.8749,-6.,6.07,.905,K3III:,1.139,
4190,4200,5276,257,,,,.893839,-62.871353,218.3406,-10.,5.73,-0.966,M4III,1.574,
4202,4212,5128,250,,,,.896547,52.689293,88.4173,-1.,6.27,1.537,A5m,.191,
4247,4257,5268,255,,21    Cet,,.904887,-8.740662,131.406,45.,6.15,.557,G5IV,.911,
4257,4267,5267,254,,66    Psc,,.909785,19.188417,108.1081,10.,5.8,.631,A1Vn,-0.016,
4273,4283,4853,240,,,,.914667,83.707436,87.7193,12.,5.59,.875,A4V,.105,
4278,4288,5286,258,,36    And,,.916139,23.628336,37.9795,2.,5.46,2.562,K1IV,1.012,
4282,4292,5234,253,,26Ups1Cas,,.916715,58.972698,100.7049,-23.,4.83,-0.185,K2III,1.216,
4283,4293,5457,270,,Lam2Tuc,,.916751,-69.527084,68.0272,5.,5.45,1.287,G7III,1.095,
4288,4298,5273,256,,,,.918114,48.67852,207.4689,-52.,6.28,-0.305,M2.5IIIa,1.681,
4307,4317,5316,259,,,,.920742,24.557062,173.913,-10.,6.19,-0.012,M4III,1.546,
4336,4346,5384,263,,,,.928444,-7.347149,184.5018,2.,5.88,-0.45,K5III,1.52,
4353,4363,5445,268,,,,.932093,-27.775839,292.3977,22.,6.11,-1.22,M1/M2III,1.674,
4356,4366,5382,262,,67    Psc,,.93292,27.209381,77.7605,-8.,6.08,1.626,A5IV,.133,
4361,4371,5437,267,,22Phi3Cet,,.933747,-11.266526,168.9189,-26.,5.35,-0.788,K4III,1.505,
4372,4382,5418,,,,,.935867,13.95196,125.1564,0,6.46,.973,G8II,.962,
4373,4383,5343,260,,,,.936931,57.996555,198.8072,-30.,6.2,-0.292,K3III,1.376,
4412,4422,5395,265,,28Ups2Cas,,.944432,59.181057,61.2745,-47.,4.62,.684,G8III-IV,.957,
4417,4427,5394,264,,27Gam Cas,Cih,.945143,60.71674,168.3502,-7.,2.15,-3.981,B0IV:evar,-0.046,
4426,4436,5448,269,,37Mu  And,,.945885,38.499344,39.7772,8.,3.86,.862,A5V,.13,
4430,4440,5408,266,,,,.946377,60.362835,165.0165,-5.,5.56,-0.528,B8V,-0.054,
4436,4446,5357,261,,,,.948624,68.775658,64.8929,-8.,6.39,2.329,F0m,.375,
4453,4463,5516,271,,38Eta And,,.953445,23.417648,70.4225,-10.,4.4,.161,G8III-IV,.94,
4465,4475,5459,,,,,.955435,61.421894,198.8072,-8.1,6.44,-0.052,G8IV,.94,
4490,4501,5526,272,,,,.961012,45.839378,134.0483,5.,6.1,.464,K2III,1.028,
4500,4510,5575,274,,68    Psc,,.963931,28.992216,198.8072,-1.,5.44,-1.052,G6III,1.076,
4510,4520,5612,276,,,,.965142,13.695865,148.5884,15.,6.3,.44,G8III,.895,
4542,4552,5608,275,,,,.970615,33.950886,56.3698,-17.,5.99,2.235,K0,1.,
4548,4558,5641,277,,,,.971915,21.404495,129.7017,-6.,6.47,.905,A2V,.089,
4553,4563,5771,281,,,,.972834,-60.696239,171.2329,7.,6.23,.062,Am,.096,
4562,4572,5550,273,,,,.975285,66.351791,107.4114,-10.,5.97,.815,A0III,-0.008,
4567,4577,5737,280,,Alp Scl,,.976766,-29.357449,238.0952,10.,4.3,-2.584,B7IIIp,-0.154,
4577,4587,5722,279,,23Phi4Cet,,.978852,-11.379975,98.0392,-19.,5.62,.663,G7III,.949,
4645,4655,5820,284,,,,.997135,6.483225,332.2259,-15.,6.14,-1.467,M2III,1.654,
4665,4675,5788,282,,,,1.000988,44.713242,119.0476,17.,5.69,.311,B9.5Vn,-0.01,
4699,4709,5715,278,,,,1.008587,70.982986,109.4092,6.,6.4,1.205,A4IV,.135,
4760,4770,6055,288,,Xi  Scl,,1.02174,-38.916527,157.4803,-31.,5.59,-0.396,K1III,1.185,
4776,4786,5927,,,,,1.024179,49.54422,322.5806,0,6.48,-1.063,G5,1.099,
4791,4801,6037,,,,,1.027401,-16.265574,92.8505,-26.1,6.47,1.631,K2/K3III,1.184,
4819,4829,6192,295,,Ome Phe,,1.033838,-57.002388,120.6273,13.,6.12,.713,G8III,.935,
4834,4844,6028,287,,,,1.038463,51.034939,226.2443,6.,6.48,-0.293,A3V,.122,
4842,4852,6178,293,,Sig Scl,,1.040674,-31.552006,71.2251,-8.,5.5,1.237,A1/A2IV,.083,
4869,4879,6311,304,,,,1.04525,-65.4561,265.9574,35.,6.25,-0.874,M2III,1.634,
4879,4889,6118,291,,69Sig Psc,,1.046971,31.804262,132.9787,10.,5.5,-0.119,B9.5V,-0.043,
4880,4890,6245,299,,,,1.046997,-46.397312,73.0994,-1.,5.39,1.07,G8III,.9,
4893,4903,6116,290,,39    And,,1.048407,41.345158,107.2961,4.,5.95,.797,A5m,.161,
4896,4906,6186,294,,71Eps Psc,,1.049058,7.890135,55.7414,7.,4.27,.539,K0III,.952,
4901,4911,6114,289,,,,1.050423,47.37616,96.0615,3.,6.46,1.547,A9V,.248,
4904,4914,6203,296,,25    Cet,,1.050705,-4.836601,102.2495,15.,5.4,.352,K0III-IV,1.106,
4922,4932,6269,300,,,,1.054918,-29.525848,130.039,57.,6.28,.71,G8IIICN...,.932,
4951,4962,6130,292,,,,1.06028,61.074821,613.4969,-1.,5.92,-3.019,F0II,.512,
4970,4979,6288,301,,26    Cet,,1.063619,1.366846,60.1323,6.,6.06,2.164,F1V,.271,
4988,4998,6211,298,,,,1.06733,52.502159,326.7974,-7.,5.99,-1.581,K2,1.447,
5011,5021,6210,297,,,,1.072084,61.580185,80.7754,-16.,5.83,1.294,F6V,.569,
5024,5034,6301,303,,,,1.074339,29.658806,44.287,0,6.2,2.969,F7IV-V,.443,
5032,5042,6403,,,,,1.075717,-33.532845,163.6661,19.,6.44,.37,K0III,1.071,
5064,5074,6386,307,,73    Psc,,1.081288,5.656262,199.6008,-15.,6.03,-0.471,K5III,1.525,
5071,5081,6397,308,,72    Psc,,1.084821,14.946133,54.5852,4.,5.64,1.955,F4II-III,.42,
5111,5121,6482,315,,27    Cet,,1.093579,-9.979323,92.9368,12.,6.09,1.249,K0III,1.012,
5121,5131,6456,310,,74Psi1Psc,,1.094709,21.473181,84.317,-3.,5.33,.7,A1Vn,.003,
5122,5132,6457,311,,74Psi1Psc,,1.094919,21.465443,85.9107,-4.,5.55,.88,A0Vn,-0.048,
5130,5141,6479,313,,77    Psc,,1.097008,4.908372,40.6339,-7.,6.35,3.306,F4V...,.383,
5154,5165,6595,322,,Bet Phe,,1.101407,-46.718414,100000.,-1.,3.32,-16.68,G8IIIvar,.885,
5155,5164,6530,317,,28    Cet,,1.10143,-9.839354,180.8318,11.,5.58,-0.706,A1V,.009,
5160,5170,6559,320,,,,1.102141,-23.992451,117.3709,33.,6.12,.772,K1III,1.076,
5165,5175,6476,,,,,1.103111,32.181484,172.7116,27.5,6.28,.093,K0,1.308,
5192,5204,6557,319,,75    Psc,,1.109341,12.956039,133.3333,8.,6.14,.515,G8III,.962,
5229,5240,6497,316,,,,1.116702,56.934971,99.108,-96.,6.41,1.429,K2III...,1.188,
5240,5251,6540,318,,,,1.119292,53.498184,512.8205,7.,6.31,-2.24,K0,1.499,
5247,5259,6668,325,,,,1.120255,-23.996334,68.7758,15.,6.36,2.173,A3III,.238,
5257,5268,6793,332,,Iot Tuc,,1.121838,-61.775288,93.2836,-8.,5.36,.511,G5III,.884,
5285,5296,6706,329,,30    Cet,,1.129502,-9.78555,47.1476,22.,5.71,2.343,F7IV,.446,
5289,5300,6767,331,,Ups Phe,,1.129957,-41.486916,56.9476,14.,5.21,1.433,A3V,.159,
5299,5310,6695,328,,79Psi2Psc,,1.132544,20.739113,47.3037,-2.,5.56,2.186,A3V,.121,
5304,5315,6734,,,,,1.13324,1.993042,48.4731,-94.9,6.44,3.012,K0IV,.847,
5306,5317,6658,324,,41    And,,1.133559,43.942093,58.9623,9.,5.04,1.187,A3m,.109,
5308,5319,6680,327,,78    Psc,,1.133701,32.012131,41.3907,14.,6.23,3.145,F5IV,.398,
5325,5336,6582,321,Gl 53A,30Mu  Cas,,1.137477,54.920341,7.554,-98.1,5.17,5.779,G5Vp,.704,
5335,5346,6763,330,,80    Psc,,1.1395,5.649819,35.2113,7.,5.51,2.777,F0III-IV,.334,
5337,5348,6882,338,,Zet Phe,,1.139742,-55.245762,91.5751,15.,3.94,-0.869,B6V + B0V,-0.12,
5350,5361,6676,326,,,,1.142627,58.263451,184.8429,-4.,5.77,-0.564,B8V,-0.019,
5353,5364,6805,334,NN 3075,31Eta Cet,,1.143164,-10.182264,37.9939,12.9,3.46,.561,K2III,1.161,
5361,5372,5848,285,,,,1.145613,86.257088,85.9107,9.,4.24,-0.43,K2II-III,1.213,
5399,5412,6473,312,,,,1.15341,80.011581,135.318,-27.,6.24,.583,K0,.922,
5423,5434,6811,335,,42Phi And,,1.158368,47.241791,219.7802,-2.2,4.26,-2.45,B7III,.012,
5436,5447,6860,337,Gl 53.3,43Bet And,Mirach,1.162194,35.62056,60.5327,-0.8,2.07,-1.84,M0IIIvar,1.576,
5443,5454,6903,339,,81Psi3Psc,,1.163667,19.658407,115.4734,-8.,5.57,.258,G0III,.697,
5466,5477,7082,350,,,,1.168715,-57.69442,125.6281,88.,6.41,.915,G6II/III,.888,
5472,5483,6966,344,,,,1.169845,15.673912,165.0165,-3.,6.07,-0.018,M0III,1.535,
5474,5485,6976,346,,32    Cet,,1.169985,-8.906135,118.624,-20.,6.4,1.029,K0III,1.029,
5482,5493,6920,340,,44    And,,1.17188,42.081474,52.2739,-11.,5.67,2.079,F8V,.603,
5483,5494,6953,341,,,,1.17207,25.457764,120.7729,5.,5.81,.4,K5III,1.466,
5498,5510,7014,347,,33    Cet,,1.175987,2.44567,235.2941,-3.,5.97,-0.888,K4III,1.491,
5506,5518,6829,336,,31    Cas,,1.177579,68.778618,84.8896,1.,5.32,.676,A0Vnn,-0.014,
5530,5542,6961,343,,33The Cas,,1.185017,55.149902,40.95,9.,4.34,1.279,A7Vvar,.17,
5532,5544,7034,349,,82    Psc,,1.185213,31.424736,147.2754,2.,5.15,-0.691,F0V,.261,
5537,5550,7019,348,,45    And,,1.186189,37.724121,242.1308,-1.,5.8,-1.12,B7III-IV,-0.095,
5554,5566,6960,342,,,,1.190428,64.202675,124.0695,-10.,5.56,.092,B9.5V,-0.052,
5559,5571,7087,351,,84Chi Psc,,1.190894,21.034651,117.6471,16.,4.66,-0.693,K0III,1.024,
5563,5575,7107,,,,,1.191381,10.291908,132.4503,0,6.49,.88,G5,.891,
5574,5586,7106,352,,83Tau Psc,,1.194342,30.089638,51.7598,30.,4.51,.94,K0III-IV...,1.092,
5577,5589,6972,345,,32    Cas,,1.194829,65.018852,119.0476,-2.,5.57,.191,B9IV,-0.072,
5582,5594,7147,353,,34    Cet,,1.195419,-2.251079,171.8213,-9.,5.93,-0.245,K4III,1.403,
5614,5626,6798,333,,,,1.204601,79.673965,82.85,18.,5.6,1.009,A3V,.008,
5638,5650,7158,355,,,,1.209465,45.337532,193.7984,22.,6.13,-0.307,M1III,1.652,
5649,5661,7312,359,,,,1.212616,-37.85648,69.3963,10.,5.95,1.743,A9IV: (+F/G),.281,
5667,5679,7229,356,,,,1.21652,30.064228,116.0093,36.,6.24,.918,G1V...,.98,
5676,5688,7157,354,,,,1.219398,61.706188,201.6129,-2.,6.4,-0.123,B9V,.018,
5725,5737,7344,361,,86Zet Psc,,1.228857,7.575354,53.3049,9.,5.21,1.576,A7IV,.32,
5730,5742,7318,360,,85Phi Psc,,1.229152,24.583714,136.7989,6.,4.67,-1.01,K0III...,1.047,
5731,5743,7345,362,,86Zet Psc,,1.22924,7.578261,93.985,11.,6.44,1.575,F7V,.492,
5760,5772,7351,363,,,,1.234695,28.529575,408.1633,2.,6.33,-1.724,M2S SB,1.684,
5766,5778,7374,364,,87    Psc,,1.235453,16.133478,139.47,-16.,5.97,.248,B8III,-0.082,
5786,5799,7439,366,Gl 54.2A,37    Cet,,1.240011,-7.922826,23.3863,21.2,5.14,3.295,F5V,.448,
5811,5824,7446,367,,88    Psc,,1.245109,6.995136,159.2357,-9.,6.04,.03,G6III:,1.081,
5820,5833,7476,368,,38    Cet,,1.246992,-0.973795,42.9185,26.,5.7,2.537,F5V,.428,
5849,5862,7570,370,Gl 55,Nu  Phe,,1.253043,-45.531666,15.1149,11.6,4.97,4.073,F8V,.571,
5884,5896,7788,377,Gl 55.3A,Kap Tuc,,1.262704,-68.875931,20.9556,4.,4.25,2.643,F6IV,.48,
5913,5926,7389,365,,,,1.269972,71.743843,847.4576,-17.,5.87,-3.771,K1V,2.042,
5916,5928,6319,306,,,,1.270176,87.145493,106.9519,-5.,6.2,1.054,K2III:,1.114,
5923,5936,7578,371,,,,1.271922,33.114719,106.7236,6.,6.04,.899,K1III,1.163,
5934,5947,7238,357,,,,1.275281,79.910011,72.6216,-43.,6.27,1.965,F5Vs,.44,
5939,5951,7672,373,,39    Cet,,1.276747,-2.500368,80.5802,-20.,5.42,.889,G5III-IVe,.888,
5979,5992,7916,380,,,,1.284364,-66.397858,94.2507,13.,6.23,1.359,A0V,.052,
5981,5993,7647,372,,,,1.284739,44.901993,214.1328,-52.,6.11,-0.543,K5,1.59,
6012,6025,7724,374,,,,1.290033,31.744617,85.1064,-34.,6.36,1.71,K0,1.132,
6048,6061,7804,378,,89    Psc,,1.296654,3.614466,75.3012,5.,5.13,.746,A3V,.071,
6074,6087,7758,376,,,,1.302818,47.419704,662.2517,-1.,6.29,-2.815,K0,1.357,
6080,6093,7733,,,,,1.303858,57.803165,348.4321,0,6.39,-1.321,M5,1.589,
6126,6140,7853,379,,,,1.313058,37.386276,128.5347,5.,6.44,.895,A5m,.233,
6179,6193,7964,383,,90Ups Psc,,1.324443,27.264059,94.4287,8.,4.74,-0.136,A3V,.032,
6212,6226,8036,385,,42    Cet,,1.330082,-0.509029,100.7049,14.,5.87,.855,A7V...,.635,
6228,6242,7927,382,,34Phi Cas,,1.334699,58.231609,100000.,-24.,4.95,-15.05,F0Ia,.683,
6247,6261,7732,375,,,,1.338733,77.570679,126.4223,-74.,6.31,.801,G5III...,.912,
6258,6272,8121,388,,,,1.341058,-11.238999,112.2334,-11.,6.16,.909,K1III,1.102,
6269,6283,8120,387,,,,1.342937,-3.24699,137.1742,-3.,6.26,.574,K1III,1.013,
6298,6312,8003,384,,35    Cas,,1.35145,64.658134,78.125,-15.,6.33,1.866,A2Vnn,.113,
6301,6315,8126,389,,91    Psc,,1.352047,28.738207,107.4114,-36.,5.23,.075,K5III,1.396,
6364,6378,7925,381,,,,1.366383,76.238808,76.0456,-16.,6.37,1.965,F0IVn,.283,
6397,6411,8207,390,,46Xi  And,,1.372337,45.528778,65.7462,-13.,4.87,.781,K0III-IV,1.077,
6413,6427,8350,394,,,,1.375134,-19.081207,61.5006,-5.,6.35,2.406,F5/F6V,.493,
6418,6432,8334,392,,,,1.376931,1.726332,212.3142,-16.,6.21,-0.425,M0III,1.482,
6472,6486,8272,391,,,,1.389264,58.142994,58.8235,7.,6.36,2.512,F4V,.457,
6478,6492,8388,397,,,,1.390264,20.468967,306.7485,-11.,5.97,-1.464,K5,1.677,
6488,6502,8498,400,,,,1.391933,-30.945618,299.4012,-16.,5.84,-1.541,M0III,1.612,
6498,6512,8375,396,,,,1.393735,34.245888,56.6572,3.,6.28,2.514,G8IV,.829,
6500,6514,8374,395,,47    And,,1.394612,37.714943,63.857,13.,5.6,1.574,A1m,.276,
6507,6522,8065,386,,,,1.396337,78.726059,100000.,-75.,6.07,-13.93,A0Iab,.389,
6523,6537,8512,402,,45The Cet,,1.40039,-8.183257,34.8918,17.,3.6,.886,K0III,1.065,
6526,6539,8511,401,,44    Cet,,1.400705,-8.007416,67.5219,6.,6.21,2.063,F0V,.235,
6550,6564,8556,404,,,,1.405695,-6.914656,46.6418,32.,5.92,2.576,F4V,.407,
6575,6589,8589,405,,,,1.411092,-15.660468,118.624,13.,6.17,.799,G8III/IV,.924,
6578,6592,8651,408,,,,1.411329,-41.49255,72.2543,74.,5.42,1.126,K0III,1.03,
6581,6595,8681,411,,,,1.411644,-44.528576,259.0674,-10.,6.26,-0.807,K1II,1.122,
6591,6605,8599,406,,,,1.413522,-2.84859,76.3359,-27.,6.17,1.756,G8III,.959,
6617,6631,8810,420,,,,1.418136,-64.369476,277.0083,23.,5.92,-1.292,M0III,1.561,
6655,6669,8634,407,,,,1.426577,23.511518,68.0735,-16.,6.18,2.015,F5III,.447,
6656,6670,8705,412,,46    Cet,,1.427009,-14.598796,88.1834,-23.,4.9,.173,K2III,1.231,
6671,6685,8424,398,,,,1.42953,70.979889,145.1379,11.,6.34,.531,A0Vnn,-0.011,
6672,6686,8538,403,,37Del Cas,Ruchbah,1.430216,60.235283,30.4785,7.,2.66,.24,A5Vv SB,.16,
6678,6692,8491,399,,36Psi Cas,,1.432208,68.130013,59.8086,-12.,4.72,.836,K0III,1.047,
6688,6702,8673,410,,,,1.435765,34.5797,36.062,17.,6.34,3.555,F7V,.5,
6692,6706,8723,413,,93Rho Psc,,1.437573,19.172346,25.2143,-9.,5.35,3.342,F2V:var,.395,
6697,6711,8671,409,,,,1.438517,43.457741,41.7188,31.,5.98,2.878,F7V,.52,
6700,6714,8733,,,,,1.439887,20.070805,95.3289,0,6.44,1.544,K0,.947,
6703,6717,8779,416,,,,1.44093,-0.399034,250.,-6.,6.42,-0.57,K0IV,1.241,
6718,6732,8763,414,,94    Psc,,1.44491,19.240421,85.5432,-42.,5.5,.839,K1III,1.106,
6734,6748,8829,421,,47    Cet,,1.447657,-13.056512,37.4672,10.,5.51,2.642,F0V,.321,
6762,6776,8774,415,,,,1.451752,34.377552,40.7997,15.,6.27,3.217,F7IVsvar,.453,
6775,6789,8896,,,,,1.456475,-22.338232,128.3697,0,6.43,.888,K0/K1III,1.122,
6780,6794,8801,418,,,,1.457409,41.101158,53.2198,1.,6.42,2.79,Am...,.311,
6799,6813,8799,417,,48Ome And,,1.460915,45.406689,28.6205,11.,4.83,2.547,F5IV,.421,
6808,6822,8921,425,,,,1.462928,-10.901582,118.2033,4.,6.13,.767,K0,1.32,
6853,6867,9053,429,,Gam Phe,,1.472759,-43.318233,71.6332,26.,3.41,-0.866,K5II-III,1.542,
6854,6868,8949,426,,,,1.473032,7.961353,114.5475,2.,6.22,.925,K1IIIvar,1.114,
6938,6952,9184,435,,,,1.491816,-46.75642,310.559,18.,6.25,-1.211,M3III,1.658,
6946,6960,9132,433,,48    Cet,,1.49337,-21.629339,71.3776,1.,5.11,.842,A0V,.028,
6957,6971,9151,,,,,1.495226,-25.617748,168.9189,0,6.37,.232,K1III,1.141,
6967,6981,9100,432,,97    Psc,,1.498017,18.355669,146.1988,4.,6.01,.185,A4IV,.162,
6985,6999,9057,430,,49    And,,1.501695,47.007275,90.1713,-11.,5.27,.495,K0III,.999,
6993,7007,9138,434,,98Mu  Psc,,1.503087,6.14382,93.1966,34.,4.84,-0.007,K4III,1.372,
7002,7016,9228,436,,,,1.506362,-26.207851,137.931,-1.,5.92,.222,K2III,1.327,
7036,7050,9030,428,,,,1.51446,66.098083,93.8086,9.,6.15,1.289,A2Vs,.07,
7064,7078,9021,427,,38    Cas,,1.520444,70.264603,28.9771,5.,5.82,3.51,F6V,.489,
7068,7083,9362,440,,Del Phe,,1.520851,-49.072701,43.573,-7.,3.93,.734,K0III-IV,.972,
7083,7097,9270,437,,99Eta Psc,,1.524725,15.345823,107.1811,15.,3.62,-1.531,G8III,.974,
7101,7115,9414,443,,,,1.527502,-45.57571,104.712,8.,6.17,1.07,A2V,.066,
7104,7118,9377,441,,,,1.52868,-30.283081,102.3541,3.,5.79,.739,K0III,1.073,
7133,7147,9298,438,,,,1.535438,34.799961,255.7545,-1.,6.39,-0.649,B7IIIMNp...,-0.103,
7175,7189,9544,447,,,,1.543438,-49.727715,77.5795,2.,6.27,1.821,F4V,.462,
7199,7213,9525,445,,,,1.548903,-36.865231,84.3882,13.,5.49,.859,K1/K2III,1.021,
7229,7243,9496,,,,,1.555077,8.208738,147.929,0,6.31,.46,K0,.8,
7237,7251,9352,439,,,,1.557142,58.327335,675.6757,-1.,5.69,-3.459,K0Ib+...,1.435,
7257,7271,10042,467,,,,1.560901,-78.504822,124.6883,-1.,6.11,.631,G3IV,.97,
7262,7276,9562,448,,,,1.561899,-7.025341,29.5159,-15.,5.75,3.4,G2IV,.639,
7269,7283,5914,286,,,,1.563487,89.01564,103.0928,-10.,6.46,1.394,A3V,.107,
7280,7294,9408,442,,39Chi Cas,,1.565528,59.23204,63.8162,6.,4.68,.655,K0III,.991,
7307,7321,9531,446,,,,1.571279,37.237144,143.472,-4.,5.9,.116,B9IV,-0.067,
7331,7345,9672,451,,49    Cet,,1.57716,-15.676359,59.3824,9.,5.62,1.752,A1V,.066,
7345,7359,9640,450,,,,1.580296,18.460512,163.1321,-26.,5.9,-0.163,M2III,1.536,
7347,7361,9742,453,,,,1.580775,-31.892317,114.4165,-11.,6.11,.818,K0/K1III,1.109,
7348,7362,9690,,,,,1.580922,-3.523889,343.6426,0,6.44,-1.241,K0,1.341,
7349,7363,9731,,,,,1.580992,-23.69968,220.7506,0,6.41,-0.31,K2III,1.306,
7373,7387,9896,460,,,,1.587465,-58.139477,40.1929,1.,6.03,3.009,F2V,.382,
7422,7436,9766,455,,101    Psc,,1.596234,14.661422,476.1905,-16.,6.23,-2.159,B9.5III,-0.036,
7429,7443,9895,,,,,1.597382,-39.947124,38.1825,10.3,6.43,3.521,F3/F5V,.415,
7430,7444,9712,452,,,,1.59793,41.07642,120.048,65.,6.39,.993,K1III,1.122,
7433,7447,9780,457,,,,1.598542,17.433842,58.072,3.,5.95,2.13,F0IV,.259,
7436,7450,9856,459,,50    Cet,,1.599713,-15.400183,167.5042,24.,5.41,-0.71,K1III,1.226,
7449,7463,9906,462,,Tau Scl,,1.602361,-29.907316,69.3481,5.,5.69,1.485,F2V,.335,
7479,7493,9746,454,,,,1.607557,48.722775,157.2327,-43.,6.2,.217,K1III:,1.237,
7491,7505,9889,,,,,1.612091,7.831529,282.4859,0,6.39,-0.865,M0,1.605,
7492,7506,10052,468,,,,1.61244,-58.270966,228.833,-2.,6.18,-0.618,M3III,1.607,
7499,7513,9826,458,Gl 61,50Ups And,,1.613299,41.40546,13.4916,-28.7,4.1,3.45,F8V,.536,
7521,7535,9919,463,,102Pi  Psc,,1.61831,12.141535,35.0877,-1.,5.54,2.814,F0V,.347,
7554,7568,11025,525,,,,1.624389,-84.769592,116.6861,18.,5.66,.325,K0III,.939,
7566,7580,10009,466,,,,1.62714,-9.403782,40.3877,48.,6.24,3.209,F7V,.528,
7574,7588,10144,472,,Alp Eri,Achernar,1.628556,-57.236755,42.7533,16.,.45,-2.705,B3Vp,-0.158,
7579,7593,9811,,,,,1.629778,64.739357,558.6592,0,6.49,-2.246,A6Iab,.776,
7583,7597,10024,,,,,1.63113,-3.440678,251.8892,0,6.43,-0.576,K5,1.568,
7587,7601,10800,512,Gl 67.1,,,1.631959,-82.974998,27.3823,5.4,5.88,3.693,G2V,.62,
7593,7607,9927,464,,51    And,,1.633205,48.628212,54.3183,16.,3.59,-0.085,K3III,1.275,
7603,7617,9900,461,,,,1.635435,57.977631,534.7594,-8.,5.55,-3.091,G5II,1.388,
7628,7643,10142,471,,,,1.640968,-36.528252,101.833,30.,5.94,.901,K0III,1.045,
7635,7650,9774,456,,40    Cas,,1.641926,73.040039,140.4494,-5.,5.28,-0.458,G8II-IIIvar,.972,
7636,7651,9996,465,,,,1.642174,45.399708,160.5136,3.,6.38,.352,B9pe...,-0.021,
7664,7679,10148,473,,,,1.647718,-21.275385,77.2798,14.,5.58,1.14,F0V,.346,
7703,7719,10072,469,,52Chi And,,1.655835,44.386166,76.746,7.,5.01,.585,G8III...,.883,
7725,7740,10164,475,,105    Psc,,1.661338,16.405857,120.1923,17.,5.98,.581,K2III,1.119,
7736,7751,10360,486,Gl 66B,,,1.663169,-56.1964,7.8223,22.5,5.76,6.293,K0V,.88,
7771,7786,10110,470,,,,1.670308,53.868279,214.1328,-62.,6.35,-0.303,K5III,1.608,
7803,7818,10205,477,,53Tau And,,1.676337,40.577049,218.3406,-14.,4.96,-1.736,B8III,-0.068,
7804,7819,10262,,,,,1.676368,8.760769,54.7046,0,6.34,2.65,F2,.401,
7810,7825,10204,476,,,,1.677674,43.297688,69.5894,17.,5.63,1.417,A9IV:,.214,
7859,7874,10308,484,,,,1.688435,25.745712,54.9451,5.,6.2,2.5,F2III,.459,
7864,7879,10859,516,,Tau1Hyi,,1.689256,-79.148201,120.7729,2.,6.33,.92,G6/G8III,.947,
7869,7884,10380,489,,106Nu  Psc,,1.690526,5.487613,111.3586,.4,4.45,-0.784,K3III,1.347,
7871,7886,10481,494,,,,1.69092,-38.132828,41.58,11.,6.2,3.106,F3/F5IV/V,.404,
7891,7906,10348,485,,,,1.694233,30.047119,157.7287,5.,5.97,-0.02,K0III,1.015,
7901,7916,10453,492,,,,1.695787,-11.324669,39.4477,-10.,5.75,2.77,F5V+...,.443,
7903,7918,10307,483,Gl 67,,,1.696383,42.613369,12.7389,3.1,4.96,4.434,G2V,.618,
7906,7921,10615,505,,,,1.696655,-60.789337,111.4827,2.,5.7,.464,K2/K3III,1.264,
7926,7941,10538,498,,,,1.700833,-36.832306,93.1099,17.,5.7,.855,A0V,-0.01,
7928,7943,10390,490,,,,1.700968,35.245708,84.246,-2.,5.63,1.002,B9IV-V,-0.059,
7940,7955,10537,497,,Pi  Scl,,1.702389,-32.326969,65.8762,10.,5.25,1.156,K1II/III,1.044,
7948,7963,10293,482,,,,1.704915,58.627739,598.8024,-4.,6.35,-2.536,B8III,-0.027,
7950,7965,10221,478,,43    Cas,,1.705688,68.043022,119.1895,5.,5.57,.189,A0p SiSr,-0.049,
7963,7978,10647,506,NN 3109,,,1.708125,-53.740833,17.4338,12.9,5.52,4.313,F8V,.551,
7966,7981,10476,493,Gl 68,107    Psc,,1.70827,20.268503,7.5324,-33.7,5.24,5.855,K1V,.836,
7984,7999,10550,500,,,,1.712086,-3.6902,364.9635,-34.,4.98,-2.831,K3II-III,1.378,
8001,8016,10250,480,,42    Cas,,1.715493,70.622528,85.1064,6.,5.18,.53,B9V,-0.022,
8005,8020,10362,488,,,,1.7162,61.421074,446.4286,-5.,6.33,-1.919,B7II,.013,
8029,8044,10486,495,,,,1.721242,45.322647,57.7701,12.,6.33,2.521,K2IV,1.02,
8031,8046,10425,491,,44    Cas,,1.722151,60.551331,320.5128,-33.,5.78,-1.749,B8IIIn,-0.01,
8053,8068,10516,496,,Phi Per,,1.727675,50.688732,220.2643,1.,4.01,-2.705,B2Vpe,-0.098,
8071,8086,10588,503,,,,1.730596,32.192017,129.7017,-5.,6.32,.755,G8III-IV SB,.879,
8079,8094,10658,507,,,,1.731888,-4.765514,209.6436,20.,6.2,-0.407,K0,1.537,
8087,8102,10700,509,Gl 71,52Tau Cet,,1.734479,-15.93748,3.6502,-17.,3.49,5.678,G8V,.727,
8100,8115,10543,499,,,,1.738317,57.536617,84.9618,5.,6.18,1.534,A3V,.131,
